Rank,party,total_allocation,state_component,iplc_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
109,Gabon,0.2995,0.1498,0.1498,0.2954,0.0041,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
110,Ecuador,0.2994,0.1497,0.1497,0.2954,0.0040,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
111,Ghana,0.2990,0.1495,0.1495,0.2954,0.0036,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
112,Argentina,0.2988,0.1494,0.1494,0.2551,0.0437,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
113,Belarus,0.2986,0.1493,0.1493,0.2954,0.0032,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
114,Kazakhstan,0.2983,0.1491,0.1491,0.2551,0.0431,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
115,Tunisia,0.2979,0.1489,0.1489,0.2954,0.0025,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
116,Guatemala,0.2971,0.1486,0.1486,0.2954,0.0017,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
117,Jordan,0.2968,0.1484,0.1484,0.2954,0.0014,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
118,Serbia,0.2967,0.1484,0.1484,0.2954,0.0013,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
119,Azerbaijan,0.2967,0.1484,0.1484,0.2954,0.0013,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
120,Sri Lanka,0.2964,0.1482,0.1482,0.2954,0.0010,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
121,Bosnia and Herzegovina,0.2962,0.1481,0.1481,0.2954,0.0008,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
122,El Salvador,0.2957,0.1479,0.1479,0.2954,0.0003,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
123,Lebanon,0.2956,0.1478,0.1478,0.2954,0.0002,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
124,Cuba,0.2952,0.1476,0.1476,0.2551,0.0017,0.0385,Upper middle income,False,True,False,Band 4: 0.1% - 1.0%
125,Singapore,0.2936,0.1468,0.1468,0.2551,0.0000,0.0385,High income,False,True,False,Band 4: 0.1% - 1.0%
126,Indonesia,0.2854,0.1427,0.1427,0.2551,0.0302,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
127,Iran (Islamic Republic of),0.2810,0.1405,0.1405,0.2551,0.0259,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
128,Peru,0.2756,0.1378,0.1378,0.2551,0.0205,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
129,South Africa,0.2745,0.1373,0.1373,0.2551,0.0194,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
130,Colombia,0.2728,0.1364,0.1364,0.2551,0.0177,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
131,Egypt,0.2710,0.1355,0.1355,0.2551,0.0159,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
132,Nigeria,0.2697,0.1348,0.1348,0.2551,0.0146,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
